date,open,high,low,close,volume
201707071000 ,2573.32,2586.62,2572.09,2582.68,146.47
201707071100 ,2582.68,2582.76,2556,2556,373.34
201707071200 ,2556,2559.97,2532.62,2535.12,827.04
201707071300 ,2535.12,2539,2510,2517.1,378.18
201707071400 ,2517.1,2531,2505.26,2514.79,625.09
201707071500 ,2514.79,2526,2490.91,2525.33,633.42
201707071600 ,2525.33,2525.99,2515,2518.03,837.79
201707071700 ,2518.03,2529.99,2518.02,2528.99,637.14
201707071800 ,2528.99,2535.29,2501.1,2515.95,823.62
201707071900 ,2515.95,2529.95,2515.66,2527.99,343.8
201707072000 ,2527.99,2529.29,2515,2515,447.36
201707072100 ,2515,2523.51,2493.17,2494.86,502.01
201707072200 ,2494.86,2494.91,2473.12,2473.13,990.62
201707072300 ,2473.13,2502.03,2472,2501.15,540.89
201707080000 ,2501.15,2503.02,2485.98,2492.78,371.02
201707080100 ,2492.78,2493,2471.22,2476,544.21
201707080200 ,2476,2494.92,2476,2483.36,415.95
201707080300 ,2483.36,2501.18,2478.22,2500,432.59
201707080400 ,2500,2529.18,2500,2525.96,526.47
201707080500 ,2525.96,2529.99,2504.87,2517.11,277.87
201707080600 ,2517.11,2518.44,2491.19,2502.46,258.42
201707080700 ,2502.46,2523.95,2497.08,2498.58,227.66
201707080800 ,2498.58,2513.29,2492.29,2513.29,157.65
201707080900 ,2513.29,2518.64,2504.48,2514.9,76.9
201707081000 ,2514.9,2525.71,2506.45,2520,177.27
201707081100 ,2520,2521.31,2500.12,2508.25,151.78
201707081200 ,2508.25,2537.33,2508.25,2525.87,542.24
201707081300 ,2525.87,2529.44,2522.45,2525.48,285.97
201707081400 ,2525.48,2533.69,2521.48,2533.67,576.78
201707081500 ,2533.67,2533.67,2521.55,2526.18,354.14
201707081600 ,2526.18,2533.69,2523.07,2524.57,239.29
201707081700 ,2524.57,2524.59,2506.41,2509.02,355.12
201707081800 ,2509.02,2533.69,2509,2533.69,190.18
201707081900 ,2533.69,2549,2521.51,2541.86,266.25
201707082000 ,2541.86,2553,2540.23,2541.41,208.13
201707082100 ,2541.41,2547.48,2541.01,2541.67,167.94
201707082200 ,2541.67,2563.5,2541.07,2561.88,447.17
201707082300 ,2561.88,2561.88,2552.68,2561.11,612.72
201707090000 ,2561.11,2572.93,2560,2565.42,376.65
201707090100 ,2565.42,2566.95,2556.99,2564.37,226.58
201707090200 ,2564.37,2565,2555.01,2564.66,165.47
201707090300 ,2564.66,2569.83,2560,2566.99,272.21
201707090400 ,2566.99,2579.84,2566.13,2572.95,272.25
201707090500 ,2572.95,2572.95,2555,2559.39,287.43
201707090600 ,2559.39,2560.46,2548.5,2555.95,141.55
201707090700 ,2555.95,2557,2548.53,2549.65,94.54
201707090800 ,2549.65,2550.42,2548.5,2548.63,130.82
201707090900 ,2548.63,2556.28,2548.5,2553.98,179.67
201707091000 ,2553.98,2559.09,2550.02,2554.6,97.15
201707091100 ,2554.6,2559.46,2550.94,2553.34,99.12
201707091200 ,2553.34,2555.88,2548.5,2552.78,121.26
201707091300 ,2552.78,2557.24,2524.17,2552.33,436.76
201707091400 ,2552.33,2557.4,2551.06,2556.92,182.21
201707091500 ,2556.92,2567.43,2556.92,2559.32,281.17
201707091600 ,2559.32,2561.96,2553.62,2555.67,270.41
201707091700 ,2555.67,2555.7,2552.44,2553.79,214.86
201707091800 ,2553.79,2554.79,2539.42,2539.82,201.58
201707091900 ,2539.82,2543.62,2520.44,2542.72,386.95
201707092000 ,2542.72,2545.8,2537.36,2538.99,228.74
201707092100 ,2538.99,2539.95,2528.08,2535,220.81
201707092200 ,2535,2535.89,2512.37,2522.98,400.08
201707092300 ,2522.98,2522.99,2500,2508.99,352.88
201707100000 ,2508.99,2514.12,2495.5,2497.15,252.85
201707100100 ,2497.15,2517,2495.93,2517,268.42
201707100200 ,2517,2523,2495.78,2514.86,341.32
201707100300 ,2514.86,2514.86,2510,2511.02,101.5
201707100400 ,2511.02,2513.38,2499.3,2512.94,323.1
201707100500 ,2512.94,2517.3,2510,2516.73,106.47
201707100600 ,2516.73,2516.84,2509.63,2516.29,132.39
201707100700 ,2516.29,2520.99,2513.38,2515.91,229.14
201707100800 ,2515.91,2516.81,2513.38,2515,157.6
201707100900 ,2515,2520.79,2512.35,2517.83,140.31
201707101000 ,2517.83,2519.96,2508.25,2514.75,108.21
201707101100 ,2514.75,2515.14,2492.66,2494.88,357.64
201707101200 ,2494.88,2501.07,2460,2470,825.33
201707101300 ,2470,2481.23,2419.69,2430.73,587.38
201707101400 ,2430.73,2444,2376,2403.21,1729.19
201707101500 ,2403.21,2425.46,2369.71,2383.14,981.32
201707101600 ,2383.14,2429.85,2383.13,2412.81,742.27
201707101700 ,2412.81,2426.77,2401,2420.19,615.54
201707101800 ,2420.19,2420.19,2390,2399.22,880.21
201707101900 ,2399.22,2419.41,2397.11,2404.61,680.66
201707102000 ,2404.61,2409.06,2365,2390,757.32
201707102100 ,2390,2390,2330.05,2341.31,1572.71
201707102200 ,2341.31,2363.65,2315.24,2332.92,985.07
201707102300 ,2332.92,2348.98,2250,2331.05,2670.17
201707110000 ,2331.05,2377.42,2329.68,2363.43,1105.96
201707110100 ,2363.43,2377.85,2354.55,2373.38,844.61
201707110200 ,2373.38,2381.04,2325.52,2361.5,827.71
201707110300 ,2361.5,2368,2318.65,2333.3,704.07
201707110400 ,2333.3,2340,2290.94,2326.78,746.96
201707110500 ,2326.78,2352.14,2325.99,2331.47,592.68
201707110600 ,2331.47,2331.5,2265,2280,800.26
201707110700 ,2280,2350,2277.85,2345.59,732.59
201707110800 ,2345.59,2347.9,2324.55,2325.01,347.65
201707110900 ,2325.01,2362.9,2322.34,2362.9,490.38
201707111000 ,2362.9,2371.97,2342.85,2358.24,299.58
201707111100 ,2358.24,2374.99,2353.17,2360.1,403.09
201707111200 ,2360.1,2408.76,2359.98,2408.02,1057.12
201707111300 ,2408.02,2410,2351.84,2374.97,855.6
201707111400 ,2374.97,2377.04,2335,2368.96,592.01
201707111500 ,2368.96,2373.46,2360,2365.7,416.75
201707111600 ,2365.7,2368.96,2356.02,2360.5,676.19
201707111700 ,2360.5,2365.8,2355.62,2361.42,475.67
201707111800 ,2361.42,2362.27,2339.98,2346.82,394.99
201707111900 ,2346.82,2350.5,2309,2310.83,930.95
201707112000 ,2310.83,2337.23,2309.01,2333.01,533.77
201707112100 ,2333.01,2343.99,2324.14,2329.63,523.7
201707112200 ,2329.63,2356.73,2322.41,2341.45,520.12
201707112300 ,2341.45,2342.5,2300,2310.01,784.13
201707120000 ,2310.01,2310.01,2262.73,2281.8,689.68
201707120100 ,2281.8,2293.24,2260,2260.3,480.4
201707120200 ,2260.3,2268.89,2250,2255.49,843.93
201707120300 ,2255.49,2293.72,2254,2261.42,738.41
201707120400 ,2261.42,2322.03,2258.25,2311.11,712.24
201707120500 ,2311.11,2313.98,2290,2300.75,727.84
201707120600 ,2300.75,2311.15,2293.5,2303.08,351.76
201707120700 ,2303.08,2309.99,2291.28,2309.27,331.18
201707120800 ,2309.27,2328.62,2297.03,2323.6,472.12
201707120900 ,2323.6,2344.69,2323.56,2337,444.35
201707121000 ,2337,2343.52,2321.54,2338.54,247.19
201707121100 ,2338.54,2365.49,2331.33,2353.23,419.33
201707121200 ,2353.23,2365.12,2340,2341.99,440.29
201707121300 ,2341.99,2346,2340,2344.3,262.35
201707121400 ,2344.3,2355.96,2343.06,2354.99,505.2
201707121500 ,2354.99,2380,2354.13,2370,812.18
201707121600 ,2370,2393.95,2367.05,2393.62,738.53
201707121700 ,2393.62,2415,2383.24,2403.61,929.97
201707121800 ,2403.61,2403.61,2386.19,2400,544.79
201707121900 ,2400,2410,2391.01,2397.69,861.03
201707122000 ,2397.69,2403.94,2361.69,2378.52,556.17
201707122100 ,2378.52,2378.58,2350.05,2364.43,593.75
201707122200 ,2364.43,2382.14,2358.35,2376.99,556.96
201707122300 ,2376.99,2387.73,2357,2383.42,573.52
201707130000 ,2383.42,2393.4,2375.01,2383.62,409.23
201707130100 ,2383.62,2392.97,2377.26,2392.96,259.85
201707130200 ,2392.96,2404.99,2392.55,2404.99,277.38
201707130300 ,2404.99,2416.79,2404.71,2410,382.21
201707130400 ,2410,2410,2386.1,2387.21,413.64
201707130500 ,2387.21,2393.7,2377.72,2385,495.03
201707130600 ,2385,2385.01,2382.16,2384,275.72
201707130700 ,2384,2384,2371.04,2371.04,328.26
201707130800 ,2371.04,2379,2362.5,2378.65,472.44
201707130900 ,2378.65,2378.66,2371.12,2371.39,192.92
201707131000 ,2371.39,2378.46,2367.04,2373.01,261.78
201707131100 ,2373.01,2385.76,2370.54,2385.76,176.88
201707131200 ,2385.76,2389.95,2380.02,2380.02,255.81
201707131300 ,2380.02,2380.28,2356.04,2362.94,393.52
201707131400 ,2362.94,2370.65,2350.05,2367.54,420.65
201707131500 ,2367.54,2367.54,2320.52,2330.98,878.78
201707131600 ,2330.98,2341.39,2330.5,2340.01,552.96
201707131700 ,2340.01,2340.01,2308.14,2319.43,788.09
201707131800 ,2319.43,2339.19,2308.18,2326.28,555.97
201707131900 ,2326.28,2335.9,2312.64,2335.22,305.9
201707132000 ,2335.22,2339.19,2323.71,2338.6,377.11
201707132100 ,2338.6,2339.99,2320.95,2334.5,384.26
201707132200 ,2334.5,2347.88,2324.6,2345.24,423.93
201707132300 ,2345.24,2351.15,2336.83,2340,259.21
201707140000 ,2340,2349.03,2329.16,2336.67,349.87
201707140100 ,2336.67,2339.87,2312,2312.02,556.47
201707140200 ,2312.02,2312.67,2301,2301.83,359.96
201707140300 ,2301.83,2316.01,2301.08,2308.5,296.83
201707140400 ,2308.5,2326.23,2308.49,2323.34,372.04
201707140500 ,2323.34,2329.73,2320.13,2325.03,178.13
201707140600 ,2325.03,2340.92,2325.03,2340.05,259.82
201707140700 ,2340.05,2349.28,2337.11,2340,344.65
201707140800 ,2340,2342.18,2327.67,2337.38,162.24
201707140900 ,2337.38,2340.01,2333.19,2335.42,192.45
201707141000 ,2335.42,2342.79,2327.01,2342.15,94.32
201707141100 ,2342.15,2342.16,2328.07,2328.09,124.72
201707141200 ,2328.09,2328.09,2268.91,2270,1225.03
201707141300 ,2270,2287.6,2265.68,2270.07,762.14
201707141400 ,2270.07,2270.87,2250,2269.79,1041.6
201707141500 ,2269.79,2281.1,2245,2246.49,786.68
201707141600 ,2246.49,2262,2187,2206.5,1600.1
201707141700 ,2206.5,2207,2178.92,2199.61,988.7
201707141800 ,2199.61,2219.69,2180,2217.41,695.21
201707141900 ,2217.41,2218,2195.06,2200,509.59
201707142000 ,2200,2200,2156.25,2162.02,793.53
201707142100 ,2162.02,2188,2150,2177.91,679.42
201707142200 ,2177.91,2210.07,2166.33,2203.01,515.95
201707142300 ,2203.01,2228.14,2200.58,2217.24,656.31
201707150000 ,2217.24,2224.82,2200,2211.5,463.05
201707150100 ,2211.5,2217.14,2185.32,2187.79,546.23
201707150200 ,2187.79,2187.79,2135,2136.68,681.77
201707150300 ,2136.68,2162.77,2100.59,2101.02,885.49
201707150400 ,2101.02,2145.34,2095.01,2130.03,827.21
201707150500 ,2130.03,2137.52,2093.93,2095,596.21
201707150600 ,2095,2127.14,2091.5,2106.19,495.81
201707150700 ,2106.19,2108.8,2056.55,2064.96,507.56
201707150800 ,2064.96,2084.41,2047.29,2064.28,484.82
201707150900 ,2064.28,2100,2053.2,2078.45,422.6
201707151000 ,2078.45,2103.49,2074.86,2095.35,206.83
201707151100 ,2095.35,2095.4,2058.85,2065.79,345.49
201707151200 ,2065.79,2065.79,2015.1,2041.98,894.79
201707151300 ,2041.98,2070.19,2016.27,2022.94,740.06
201707151400 ,2022.94,2022.94,1975.01,2011.26,1406.73
201707151500 ,2011.26,2043.88,1995,2031.1,1187.3
201707151600 ,2031.1,2073.95,2021.82,2055.96,723.35
201707151700 ,2055.96,2110.06,2052.07,2082.99,918.41
201707151800 ,2082.99,2097.41,2065.5,2076.07,489.55
201707151900 ,2076.07,2094.98,2070.4,2085.96,458.06
201707152000 ,2085.96,2085.96,2012,2012.98,776.53
201707152100 ,2012.98,2053.52,2001.03,2031,592.57
201707152200 ,2031,2055.95,2018.53,2026.65,525.6
201707152300 ,2026.65,2045.63,1964.31,1964.31,1141.34
201707160000 ,1964.31,1996.99,1933.96,1954.7,1519.04
201707160100 ,1954.7,2004.36,1941.54,1980.59,982.35
201707160200 ,1980.59,2030.52,1977.05,2018.45,447.16
201707160300 ,2018.45,2043.94,2012.71,2018.67,435.83
201707160400 ,2018.67,2028,1991.28,1998.95,513.26
201707160500 ,1998.95,2017.23,1990.28,1999.91,330.2
201707160600 ,1999.91,1999.92,1948.63,1984.86,1272.7
201707160700 ,1984.86,1987.78,1952.65,1956.31,433.65
201707160800 ,1956.31,1972.7,1950.63,1964.42,312.52
201707160900 ,1964.42,1964.43,1905,1905.5,713.39
201707161000 ,1905.5,1921.19,1900.01,1906.61,654.41
201707161100 ,1906.61,1906.64,1843.56,1843.92,1291.1
201707161200 ,1843.92,1858.27,1785.01,1785.01,1947.13
201707161300 ,1785.01,1928.03,1758.2,1890.96,1853.02
201707161400 ,1890.96,1898.67,1852,1875.53,1018.84
201707161500 ,1875.53,1919.99,1875.53,1886.52,739.71
201707161600 ,1886.52,1956.07,1886.52,1954.01,1017.47
201707161700 ,1954.01,1954.01,1912.97,1938.02,897.79
201707161800 ,1938.02,1938.2,1891.73,1904.17,1164.75
201707161900 ,1904.17,1904.17,1853.56,1854.27,1165.98
201707162000 ,1854.27,1904.98,1852,1866.15,817.23
201707162100 ,1866.15,1898,1852.06,1888.7,755.43
201707162200 ,1888.7,1921.91,1872.27,1921.91,744.43
201707162300 ,1921.91,1938,1891.07,1910.86,696.94
201707170000 ,1910.86,1939.95,1909.58,1936.96,731.74
201707170100 ,1936.96,1979.19,1923.95,1972.37,876.34
201707170200 ,1972.37,1978.71,1946.85,1947.4,835.04
201707170300 ,1947.4,1955.67,1921.22,1952.77,610.73
201707170400 ,1952.77,1974.99,1952.77,1972.98,424.83
201707170500 ,1972.98,1979.99,1956.43,1978,304.39
201707170600 ,1978,2029.64,1977.99,2028.48,966.69
201707170700 ,2028.48,2078.81,2024.51,2055.87,895.76
201707170800 ,2055.87,2090.16,2046.55,2068.01,705.38
201707170900 ,2068.01,2086.95,2039.95,2071.62,867.51
201707171000 ,2071.62,2073.33,2025.47,2028.44,1095.56
201707171100 ,2028.44,2050.69,1998.98,2006.71,637.4
201707171200 ,2006.71,2017.97,1976,2000,958.56
201707171300 ,2000,2021,1995.12,2007.98,615.72
201707171400 ,2007.98,2063,2007.98,2063,947.35
201707171500 ,2063,2079,2045.01,2045.09,868.01
201707171600 ,2045.09,2067,2043.31,2057.99,506.62
201707171700 ,2057.99,2145.2,2057.45,2133.21,1692.67
201707171800 ,2133.21,2149.9,2116.94,2139.17,1067.39
201707171900 ,2139.17,2146,2111.21,2124,644.49
201707172000 ,2124,2186.75,2123.99,2174.6,1561.1
201707172100 ,2174.6,2189.8,2149.99,2156.51,1208.12
201707172200 ,2156.51,2200,2156.51,2200,971.55
201707172300 ,2200,2238.07,2198,2235.19,1424.48
201707180000 ,2235.19,2236.65,2186.65,2193.91,1148.63
201707180100 ,2193.91,2199.99,2146.79,2198.8,1067.35
201707180200 ,2198.8,2199.95,2170.3,2194.99,504.27
201707180300 ,2194.99,2198,2156.08,2164.49,542.58
201707180400 ,2164.49,2193.97,2134.37,2182.93,909.44
201707180500 ,2182.93,2228,2169.58,2223.27,689.09
201707180600 ,2223.27,2249.68,2219.9,2245.99,765.41
201707180700 ,2245.99,2276.76,2245.99,2253.1,1091.57
201707180800 ,2253.1,2272.47,2245,2245,357.75
201707180900 ,2245,2254.37,2216.02,2253.05,318.6
201707181000 ,2253.05,2253.05,2215.76,2241.46,393.14
201707181100 ,2241.46,2305.65,2237.86,2285.94,1064.97
201707181200 ,2285.94,2305,2276.32,2300,812.58
201707181300 ,2300,2322.78,2295.1,2319.9,956.99
201707181400 ,2319.9,2363.15,2315.72,2360.41,1746.23
201707181500 ,2360.41,2365.84,2336,2354.19,1920.24
201707181600 ,2354.19,2354.19,2278,2302.01,1439.68
201707181700 ,2302.01,2335.72,2285.81,2326.69,725.38
201707181800 ,2326.69,2354.32,2326.46,2341.96,841.1
201707181900 ,2341.96,2374,2338.9,2352.65,1772.72
201707182000 ,2352.65,2393.43,2347.05,2366.69,772.1
201707182100 ,2366.69,2366.69,2329.16,2349.96,1106.21
201707182200 ,2349.96,2349.96,2256.23,2281.22,1726.25
201707182300 ,2281.22,2317,2278.43,2308.15,1085.15
201707190000 ,2308.15,2308.22,2244.69,2263.27,680.23
201707190100 ,2263.27,2298,2246.21,2281.12,741.93
201707190200 ,2281.12,2287.51,2255.08,2279.99,598.32
201707190300 ,2279.99,2349.1,2279.99,2341.97,929.45
201707190400 ,2341.97,2346.87,2297.06,2324.69,708.98
201707190500 ,2324.69,2350.84,2316.97,2349.39,821.82
201707190600 ,2349.39,2370.06,2337,2348.33,723.91
201707190700 ,2348.33,2388.99,2340,2376.56,545.82
201707190800 ,2376.56,2396,2367.28,2372.79,489.93
201707190900 ,2372.79,2372.79,2344.58,2359.46,459.13
201707191000 ,2359.46,2379.3,2358.43,2363.9,359.14
201707191100 ,2363.9,2365.09,2340.05,2345.47,367.8
201707191200 ,2345.47,2345.47,2311,2322.46,651.55
201707191300 ,2322.46,2327.99,2289.16,2290,714.62
201707191400 ,2290,2342.59,2288,2340.08,1059.26
201707191500 ,2340.08,2347.98,2307.1,2315,871.4
201707191600 ,2315,2324.9,2275,2297.04,830.05
201707191700 ,2297.04,2308.82,2273.09,2279.83,504.8
201707191800 ,2279.83,2285,2264.01,2283.14,879.38
201707191900 ,2283.14,2283.2,2217.2,2217.25,1729.68
201707192000 ,2217.25,2255,2216,2255,1465.89
201707192100 ,2255,2282,2245.01,2259.45,1103.37
201707192200 ,2259.45,2279.42,2251.12,2261.4,524.85
201707192300 ,2261.4,2273.98,2242.63,2258.99,793.61
201707200000 ,2258.99,2279,2258.99,2274.25,648.99
201707200100 ,2274.25,2317.56,2271.76,2312.36,715.02
201707200200 ,2312.36,2335,2296.06,2328.26,800.57
201707200300 ,2328.26,2332.68,2316.43,2320.01,746.34
201707200400 ,2320.01,2326.99,2316.5,2319.43,575.88
201707200500 ,2319.43,2344.74,2317.5,2339.85,462.6
201707200600 ,2339.85,2349.22,2316,2318.55,391.94
201707200700 ,2318.55,2323.39,2302.05,2315.7,363.52
201707200800 ,2315.7,2329.48,2309.12,2329.48,287.51
201707200900 ,2329.48,2329.81,2311.69,2322.62,250.38
201707201000 ,2322.62,2339.39,2322.2,2332.79,487.36
201707201100 ,2332.79,2469,2332.25,2462.41,1502.68
201707201200 ,2462.41,2557.67,2427.54,2511.24,2837.61
201707201300 ,2511.24,2615,2502.25,2607.66,2294.12
201707201400 ,2607.66,2626.03,2552.79,2573.5,2338.3
201707201500 ,2573.5,2661.24,2573.5,2622,2090.54
201707201600 ,2622,2682,2584.25,2588.14,2020.19
201707201700 ,2588.14,2637.99,2584.11,2600.08,1515.41
201707201800 ,2600.08,2649.98,2565,2649.59,1373.74
201707201900 ,2649.59,2682.5,2628.08,2651.94,1647.02
201707202000 ,2651.94,2729.99,2650.4,2729.99,2504.07
201707202100 ,2729.99,2769,2700.73,2740,2114.03
