date,open,high,low,close,volume
2019101100,8587.5,8596.01,8518.78,8534.69,4821466.79
2019101023,8588.02,8597,8557.27,8587.5,1761918.96
2019101022,8565.56,8593.73,8555,8588.02,2246241.28
2019101021,8579.18,8614.59,8550,8565.56,3804358.27
2019101020,8579.76,8606.61,8559.01,8579.18,2859276.65
2019101019,8545.83,8579.76,8545.75,8579.76,2749719.64
2019101018,8522.17,8558.44,8515,8545.83,2940732.43
2019101017,8545.02,8559,8519.54,8522.17,2875759.1
2019101016,8561.49,8595,8540,8545.02,2839009.04
2019101015,8511.35,8576.01,8494.68,8561.49,3286271.08
2019101014,8485.61,8521.44,8485.58,8511.35,3256200.83
2019101013,8488.27,8488.27,8475.27,8485.61,423058.21
2019101012,8556.01,8556.01,8452.5,8488.27,6720042.19
2019101011,8535,8559.64,8520.84,8556.01,1709454.35
2019101010,8534.87,8549.45,8492.17,8535,4478705.68
2019101009,8572.98,8572.98,8511,8534.87,3084773.58
2019101008,8622.78,8631.79,8560.73,8572.98,2333212.37
2019101007,8607.24,8660,8584.94,8622.78,3540387.36
2019101006,8571.55,8618,8558.42,8607.24,2364370.49
2019101005,8590,8590,8561.78,8571.55,1930890.3
2019101004,8568.91,8604.43,8568.91,8590,1783446.04
2019101003,8566,8597.3,8554.22,8568.91,3157273.08
2019101002,8562.01,8566,8530.86,8566,2771649.39
2019101001,8580.57,8589.48,8561.85,8562.01,2372170.63
2019101000,8590,8618.83,8580.56,8580.57,2242728.66
2019100923,8580.48,8619,8580.48,8590,2275622.79
2019100922,8564.13,8638.28,8560.4,8580.48,3330459.58
2019100921,8587.99,8622.97,8532.7,8564.13,5298925.29
2019100920,8605.95,8635,8585.99,8587.99,3298291.43
2019100919,8616.59,8630.13,8581.06,8605.95,4721800.82
2019100918,8637.99,8695.25,8600,8616.59,7614138.27
2019100917,8581.07,8661.93,8580,8637.99,4663514.5
2019100916,8570.85,8651.74,8516.75,8581.07,10966684.34
2019100915,8452.11,8709,8447.29,8570.85,26447147.6
2019100914,8246.99,8469.85,8244.86,8452.11,18142362.61
2019100913,8162.48,8246.99,8162.04,8246.99,4820488.52
2019100912,8193.65,8193.66,8162.02,8162.48,2302329.94
2019100911,8207.91,8207.92,8169,8193.65,3500598.52
2019100910,8195.63,8245,8188.63,8207.91,4316618.56
2019100909,8193.5,8220,8176.29,8195.63,2904415.19
2019100908,8173.42,8193.69,8155.47,8193.5,999360.29
2019100907,8147.93,8190.83,8147.18,8173.42,841323.11
2019100906,8150.49,8162.95,8138.5,8147.93,1466856.42
2019100905,8134.39,8165,8125.45,8150.49,741460.43
2019100904,8127,8145,8121,8134.39,1047614.09
2019100903,8162.93,8170.63,8127,8127,1389015.63
2019100902,8173.31,8173.31,8126.07,8162.93,1897104.46
2019100901,8185.33,8193.23,8173.28,8173.31,863111.65
2019100900,8180,8210,8137.28,8185.33,3294507.95
2019100823,8197.87,8215.97,8172.54,8180,1201414.43
2019100822,8164.9,8220.64,8160.43,8197.87,2604228.93
2019100821,8131.01,8164.9,8119.32,8164.9,2240874.38
2019100820,8169,8193.66,8107.26,8131.01,3146048.72
2019100819,8194.68,8210,8166.41,8169,1674743.49
2019100818,8182.61,8200,8168,8194.68,1535762.21
2019100817,8173.51,8190.37,8162.07,8182.61,1330460.12
2019100816,8191.44,8211.12,8162.9,8173.51,2051765.32
2019100815,8201,8230,8185.65,8191.44,2305254.39
2019100814,8211.29,8215,8170,8201,2472026.83
2019100813,8233.34,8250,8210,8211.29,2058728.6
2019100812,8184.39,8233.89,8150,8233.34,2800188.8
2019100811,8172.28,8211.97,8170.47,8184.39,1266885.88
2019100810,8184.86,8219.16,8170,8172.28,1354497.49
2019100809,8172.71,8186.31,8151.84,8184.86,1096797.85
2019100808,8218.95,8218.95,8151.94,8172.71,4582942.89
2019100807,8245.17,8245.17,8210.98,8218.95,832894.13
2019100806,8258.19,8263.84,8238.52,8245.17,820497.47
2019100805,8236.76,8260,8222.59,8258.19,918906.07
2019100804,8280.92,8300,8233.97,8236.76,1594797.15
2019100803,8283.17,8290,8255.99,8280.92,1914882.77
2019100802,8296.61,8342.97,8276.19,8283.17,3419760.21
2019100801,8237.49,8298,8233.25,8296.61,2879017.91
2019100800,8209,8242.49,8208.99,8237.49,1571491.94
2019100723,8247.71,8270,8204.12,8209,3399234.67
2019100722,8209.39,8250,8206.98,8247.71,2172857.99
2019100721,8216.71,8229.42,8200,8209.39,1766316.22
2019100720,8227.22,8256.09,8196.57,8216.71,3669495.78
2019100719,8250,8260.38,8213.05,8227.22,3590776.01
2019100718,8279.14,8310.57,8223.42,8250,5463278.94
2019100717,8252,8288,8229.63,8279.14,4992428.06
2019100716,8195,8258,8160,8252,6717412.74
2019100715,8171.81,8246,8161,8195,5360445.93
2019100714,8160.81,8180,8132,8171.81,3345241.79
2019100713,8126,8217.5,8126,8160.81,6257162.17
2019100712,7991.77,8167.59,7991.12,8126,7148748.49
2019100711,8006.27,8039,7985.19,7991.77,1794443.72
2019100710,7933.38,8060.53,7932.85,8006.27,4511378.47
2019100709,7893.87,7955,7885,7933.38,1300271.53
2019100708,7870.33,7950,7870.33,7893.87,1579742.14
2019100707,7830.39,7885.34,7828.99,7870.33,919940.48
2019100706,7842.71,7850,7804,7830.39,1113491.57
2019100705,7844.85,7849.81,7812.5,7842.71,874633.46
2019100704,7873.54,7891.38,7839.01,7844.85,1181589.38
2019100703,7827.37,7916.26,7825.01,7873.54,2564626.84
2019100702,7821.57,7845.86,7802.38,7827.37,2692854.96
2019100701,7822.48,7832.59,7776.23,7821.57,2430341.21
2019100700,7859.79,7866.65,7762.35,7822.48,5844451.27
2019100623,7850.38,7878,7801,7859.79,5812441.14
2019100622,7926.98,7926.98,7850.29,7850.38,1919801.06
2019100621,7906.98,7930.1,7877.03,7926.98,1870226.32
2019100620,7907.14,7929.98,7876,7906.98,2220103.54
2019100619,7847.51,7910.03,7829.95,7907.14,3378158.21
2019100618,7990.99,8007.84,7780.85,7847.51,8555823.23
2019100617,8005.97,8028.58,7989,7990.99,1720235.7
2019100616,8030,8045.21,7977.3,8005.97,3350255.21
2019100615,7922.43,8073.14,7919,8030,6010308.27
2019100614,7918.17,7934.21,7875,7922.43,2948208.97
2019100613,7962.44,7962.44,7895.33,7918.17,1961708.95
2019100612,7958.18,7980.69,7947.9,7962.44,1096172.35
2019100611,7922.01,7983.49,7913.34,7958.18,1818168.48
2019100610,7957.45,7959.2,7914.73,7922.01,1377847.46
2019100609,7892.39,7959.84,7892.39,7957.45,1283208.51
2019100608,7980.36,7980.36,7887.39,7892.39,1959619.12
2019100607,7977.15,7991.71,7957.67,7980.36,1671935.3
2019100606,8073.66,8080.49,7918.88,7977.15,4343984.75
2019100605,8093.99,8093.99,8060,8073.66,617248.47
2019100604,8061.48,8094.01,8056.22,8093.99,359084.73
2019100603,8073.51,8079,8047.66,8061.48,1601605.73
2019100602,8073.86,8077,8030,8073.51,2729311.26
2019100601,8148.06,8159.49,8057,8073.86,2027746.9
2019100600,8147.63,8176.18,8138,8148.06,1119848.5
2019100523,8144.95,8156.82,8130,8147.63,1474933.93
2019100522,8163.54,8190,8140.57,8144.95,1370900.95
2019100521,8103.6,8200,8095.01,8163.54,2926634.03
2019100520,8085.01,8120,8076.37,8103.6,1056720.63
2019100519,8076.42,8104,8072.27,8085.01,1514611.6
2019100518,8051.97,8095,8051.96,8076.42,2346040.53
2019100517,8083.87,8083.87,8048.94,8051.97,1316683.01
2019100516,8098.63,8110.78,8054.96,8083.87,1822881.68
2019100515,8043.51,8102.16,8037.11,8098.63,1537315.67
2019100514,8087.85,8097.21,8037.97,8043.51,1724425.05
2019100513,8081.81,8090,8020.2,8087.85,2499071.75
2019100512,8096.94,8106.09,8066.71,8081.81,835476.62
2019100511,8106.34,8117.26,8088.02,8096.94,574382.03
2019100510,8095.27,8119.17,8081.76,8106.34,854283.26
2019100509,8104.62,8109.97,8090.45,8095.27,418080.01
2019100508,8123.91,8123.91,8083,8104.62,1667753.56
2019100507,8142.43,8142.43,8111.34,8123.91,584822.86
2019100506,8131.48,8146.84,8111,8142.43,632433.85
2019100505,8140.99,8141,8125,8131.48,519558.46
2019100504,8153.01,8157,8138.91,8140.99,536392.87
2019100503,8147,8163.63,8137.6,8153.01,616201.91
2019100502,8128.06,8147.5,8111,8147,903210.98
2019100501,8140,8146.2,8110.04,8128.06,1256937.34
2019100500,8156.67,8163.06,8113.09,8140,1883755.06
2019100423,8184.87,8185,8134.61,8156.67,1747354.11
2019100422,8185,8220,8162.6,8184.87,1460034.84
2019100421,8168.21,8185,8143.35,8185,1788940.18
2019100420,8204.8,8233,8160.01,8168.21,4742756.5
2019100419,8197.74,8213.47,8186.13,8204.8,2391068.14
2019100418,8180,8210,8170.01,8197.74,3987741.07
2019100417,8191.98,8192,8160,8180,2282954.42
2019100416,8158,8221.78,8138,8191.98,3612494.57
2019100415,8172.74,8177.09,8138.34,8158,1698882.33
2019100414,8176.34,8190,8151.24,8172.74,2818559.31
2019100413,8131.72,8179.8,8131.71,8176.34,1449537.18
2019100412,8162.14,8179.78,8126,8131.72,1058482.54
2019100411,8133.1,8180.08,8126.2,8162.14,1789713.62
2019100410,8130,8179.81,8126.12,8133.1,2570008.22
2019100409,8098.56,8130,8098.55,8130,518567.28
2019100408,8140,8140,8085.88,8098.56,797791.06
2019100407,8118.98,8140,8109,8140,915798.66
2019100406,8102.47,8133.79,8101.94,8118.98,1226407.49
2019100405,8071.66,8122.24,8002.21,8102.47,4185743.4
2019100404,8111.25,8112.26,8059.55,8071.66,2716032.27
2019100403,8103.59,8125.74,8086.03,8111.25,3341062.87
2019100402,8125,8140.3,8103.38,8103.59,1559891.68
2019100401,8122.27,8135.89,8053,8125,5854480.26
2019100400,8240.41,8241.35,8086.66,8122.27,7564259.31
2019100323,8206.1,8296,8206.09,8240.41,4752892.72
2019100322,8180.94,8206.13,8150.62,8206.1,2603961.47
2019100321,8141,8209.67,8120.68,8180.94,4882553.72
2019100320,8160.02,8177.69,8127.81,8141,1912013.71
2019100319,8145.01,8169.65,8085.48,8160.02,4524778.76
2019100318,8150,8152.49,8134,8145.01,1146334.22
2019100317,8180.8,8183.68,8130.98,8150,2208498.58
2019100316,8115.01,8214.89,8100.01,8180.8,3625451.34
2019100315,8112.58,8144.86,8085.96,8115.01,3936621.93
2019100314,8223.21,8229.4,8059.22,8112.58,8039865.41
2019100313,8241.17,8249,8220,8223.21,1659768.86
2019100312,8230.02,8259.59,8220,8241.17,3005851.23
2019100311,8224.98,8242.76,8213,8230.02,2592978.04
2019100310,8287.14,8287.15,8201.4,8224.98,2283934.01
2019100309,8304.18,8307.15,8275,8287.14,473090.68
2019100308,8278.94,8304.18,8255.74,8304.18,844043.53
2019100307,8278.01,8293.05,8260,8278.94,753354.57
2019100306,8304.69,8319.98,8278.01,8278.01,1047964.82
2019100305,8354.37,8361.98,8304.65,8304.69,1841967.45
2019100304,8345.33,8389.99,8345.32,8354.37,2841597.07
2019100303,8368.51,8369.32,8343.15,8345.33,1323026.73
2019100302,8347.21,8368.55,8342.94,8368.51,1053018.2
2019100301,8344.03,8367.18,8332.08,8347.21,1523456.44
2019100300,8381.72,8419.95,8332,8344.03,3160903.24
2019100223,8279.99,8391,8279.99,8381.72,6430378.78
2019100222,8267.99,8293.1,8244.58,8279.99,2988507.51
2019100221,8230.72,8268,8230.72,8267.99,1491419.3
2019100220,8265.84,8279,8226.05,8230.72,2717891.35
2019100219,8235.7,8273,8230,8265.84,2749786.54
2019100218,8242.04,8275.68,8229.76,8235.7,2867216.37
2019100217,8225,8244.99,8187.27,8242.04,3581229.25
2019100216,8249.51,8288,8223.98,8225,3059287.21
2019100215,8249.12,8265.73,8225.15,8249.51,1617369.88
2019100214,8228,8268.48,8205,8249.12,3096862.71
2019100213,8234.99,8273.3,8215,8228,3723449.82
2019100212,8284.81,8310,8223.18,8234.99,2458570.82
2019100211,8266.94,8302,8245.03,8284.81,1908568.55
2019100210,8248.27,8266.94,8225,8266.94,1209156.35
2019100209,8253,8276.13,8236.59,8248.27,650140.99
2019100208,8220.01,8289.53,8218.4,8253,1073730.74
2019100207,8227.7,8254.57,8217.82,8220.01,1229939.8
2019100206,8184.99,8239.99,8184.28,8227.7,1367194.89
2019100205,8239.16,8243.18,8168.85,8184.99,2867555.77
2019100204,8273.71,8280,8211.33,8239.16,1434969.86
2019100203,8271.01,8284.5,8228.94,8273.71,3624008.02
2019100202,8301.68,8320.02,8271,8271.01,2172571.56
2019100201,8309.15,8350,8300,8301.68,1572163.37
2019100200,8321.52,8348,8290.72,8309.15,1991674.7
2019100123,8356.61,8384.99,8290.72,8321.52,4004409.2
2019100122,8327.19,8366.85,8301.7,8356.61,2294334.88
2019100121,8375.98,8415.98,8306.62,8327.19,3077742.74
2019100120,8318.41,8418.68,8297,8375.98,3558660.76
2019100119,8304.39,8319.6,8239.86,8318.41,5671588.88
2019100118,8301.28,8345.84,8268.95,8304.39,4451420.75
2019100117,8453.35,8535,8255,8301.28,11177103.56
2019100116,8390.46,8490,8351.39,8453.35,8599936.36
2019100115,8359.15,8394.24,8328.16,8390.46,2651405.4
2019100114,8367.95,8388.48,8338.31,8359.15,2234927.31
2019100113,8336.58,8400,8302.21,8367.95,4131212.76
2019100112,8380,8454.37,8328.06,8336.58,5339489.41
2019100111,8330.02,8380,8312,8380,1637796.88
2019100110,8345.63,8383.2,8323.05,8330.02,1593575.94
2019100109,8391.25,8395,8316.31,8345.63,2550729.9
2019100108,8430.68,8438,8371,8391.25,874809.8
2019100107,8404.96,8440,8372.83,8430.68,1661383.36
2019100106,8440,8440,8371,8404.96,1838137.83
2019100105,8445.87,8460,8420.78,8440,1608344.46
2019100104,8420.67,8479.98,8415,8445.87,3084794.88
2019100103,8433.45,8518.77,8420,8420.67,10334385.66
2019100102,8288.8,8439.99,8281,8433.45,11204521.7
2019100101,8222.84,8305,8200,8288.8,3654648.91
2019100100,8304.96,8330,8212,8222.84,4358649.31
2019093023,8243.28,8313.21,8241.44,8304.96,2840673.83
2019093022,8246.94,8294.55,8225,8243.28,3012625.3
2019093021,8238.31,8265,8191,8246.94,4256729.91
2019093020,8283.71,8284,8188,8238.31,4662401.28
2019093019,8285.58,8288.3,8258.51,8283.71,3689523.89
2019093018,8256.2,8328.17,8256.19,8285.58,5051902.71
2019093017,8290.06,8290.93,8228.01,8256.2,3817861.09
2019093016,8300,8393.23,8265.5,8290.06,7765679.07
2019093015,8213,8324.14,8213,8300,10330538.9
2019093014,8122.13,8286.57,8111.95,8213,7442526.97
2019093013,8011.13,8203.99,8010.67,8122.13,7837341.76
2019093012,8046.05,8066.53,7994.12,8011.13,2583203.43
2019093011,8052.13,8100,8025.14,8046.05,2349228.51
2019093010,8005.95,8090,7995.44,8052.13,4524398.43
2019093009,7874.55,8040,7850.79,8005.95,7150662.43
2019093008,7800.4,7913.44,7780.88,7874.55,3698352.68
2019093007,7759.2,7823.67,7743.44,7800.4,1953836.5
2019093006,7793.61,7815.66,7749,7759.2,3614263.41
2019093005,7826.15,7866.17,7770.46,7793.61,3358933.18
2019093004,7979.35,7979.35,7701,7826.15,16772397.23
2019093003,7987.41,7994.95,7960,7979.35,1871613.37
2019093002,8021.12,8025.11,7970.04,7987.41,2064600.85
2019093001,8027.31,8034.06,7983,8021.12,2080825.61
2019093000,8052.4,8066.77,7997.96,8027.31,2260432.8
2019092923,8085.45,8106.34,8048.4,8052.4,1571032.03
2019092922,8046.09,8139.72,8030.26,8085.45,3383897.31
2019092921,8006.3,8107.13,7986.96,8046.09,4478840.64
2019092920,7956.79,8017.17,7933,8006.3,2559743.89
2019092919,7980.01,8004.91,7933,7956.79,2717822.05
2019092918,7995.76,8017.97,7952.63,7980.01,1623359.18
2019092917,8038.87,8039.88,7990.15,7995.76,1249279.64
2019092916,7973.23,8038.87,7934.6,8038.87,3611546.28
2019092915,7984.94,8003.34,7902.96,7973.23,5110415.52
2019092914,8008.82,8037,7975.52,7984.94,2462565.68
2019092913,8003.38,8059.38,7975.74,8008.82,2385726.73
2019092912,8092.4,8094.51,7910,8003.38,6483025.92
2019092911,8091,8111.17,8050,8092.4,1544525.69
2019092910,8108.68,8119.61,8066.11,8091,879145.07
2019092909,8106.17,8131.68,8084.29,8108.68,1081743.51
2019092908,8106.32,8129.88,8105.21,8106.17,512579.53
2019092907,8093.63,8110.55,8050.64,8106.32,1371414.18
2019092906,8135.06,8135.06,8084.4,8093.63,3072105.1
2019092905,8128.99,8158.48,8121.79,8135.06,1359216.85
2019092904,8144.57,8155,8115.64,8128.99,1431749.1
2019092903,8160,8172.04,8136.83,8144.57,1330416.85
2019092902,8183.5,8186.84,8159.98,8160,1473199.09
2019092901,8214.11,8214.96,8180.05,8183.5,1157834.07
2019092900,8217.47,8246.87,8180,8214.11,2783423.6
2019092823,8157.53,8240.4,8140.07,8217.47,3833102.94
2019092822,8139.7,8343,8080,8157.53,14671656.7
2019092821,8164.29,8172.83,8135.05,8139.7,2185758.6
2019092820,8157.79,8189,8132.47,8164.29,1624156.8
2019092819,8149.7,8164.06,8111.1,8157.79,2013817.83
2019092818,8157.11,8189.14,8140.46,8149.7,3092122.03
2019092817,8104.56,8174.95,8103.23,8157.11,2650625.21
2019092816,8086.83,8144,8061.29,8104.56,3192297.01
2019092815,8085.14,8093.6,8015.25,8086.83,3855170.94
2019092814,8129.86,8129.86,8066.01,8085.14,4177317.18
2019092813,8097.98,8129.87,8060,8129.86,4506278.03
2019092812,8147.84,8150.46,8061.6,8097.98,5145715.34
2019092811,8196.45,8196.45,8129.7,8147.84,2274164.88
2019092810,8235,8262.64,8176.75,8196.45,2091958.69
2019092809,8199.26,8235,8187.51,8235,908536.16
2019092808,8234.16,8234.16,8190.94,8199.26,1283670.76
2019092807,8167.31,8238.64,8167.29,8234.16,1948367.5
2019092806,8168.69,8177,8154.46,8167.31,992373.06
2019092805,8190.01,8190.01,8160.36,8168.69,1599232.32
2019092804,8184.18,8200,8174.61,8190.01,1538487.42
2019092803,8192.85,8194.78,8165.03,8184.18,1330067.54
2019092802,8180.27,8193,8140,8192.85,2714980.23
2019092801,8218.3,8219,8180,8180.27,1787888.7
2019092800,8193.99,8230.16,8176.89,8218.3,2744612.63
2019092723,8193.94,8208.18,8160.95,8193.99,5206683.88
2019092722,8234.24,8267.79,8192.16,8193.94,11821894.89
2019092721,8061.39,8290,8048.36,8234.24,16279273.2
2019092720,8000.01,8099.99,7984.67,8061.39,6784612.85
2019092719,8039.17,8069.99,8000,8000.01,4272313.28
2019092718,8039.84,8067.7,8017.43,8039.17,3849953.25
2019092717,8018.22,8059.21,7990.6,8039.84,3965018.02
2019092716,7989.93,8055,7950,8018.22,6201984.92
2019092715,7971.76,8005.79,7861.02,7989.93,8989775.56
2019092714,8001.2,8108.25,7944.08,7971.76,8500373.61
